id1,id2,label
elise20,elise25,-1
elise20,elise26,-1
elise20,elise27,0
elise20,elise28,0
elise20,elise29,1
elise20,elise30,1
elise21,elise22,0
elise21,elise23,-1
elise21,elise24,-1
elise21,elise25,-1
elise21,elise26,-1
elise21,elise27,-1
elise21,elise28,-1
elise21,elise29,0
elise21,elise30,0
elise22,elise23,-1
elise22,elise24,-1
elise22,elise25,-1
elise22,elise26,-1
elise22,elise27,-1
elise22,elise28,-1
elise22,elise29,0
elise22,elise30,0
elise23,elise24,-1
elise23,elise25,-1
elise23,elise26,-1
elise23,elise27,0
elise23,elise28,0
elise23,elise29,0
elise23,elise30,0
elise24,elise25,0
elise24,elise26,0
elise24,elise27,1
elise24,elise28,1
elise24,elise29,1
elise24,elise30,1
elise25,elise26,-1
elise25,elise27,1
elise25,elise28,1
elise25,elise29,1
elise25,elise30,1
elise26,elise27,1
elise26,elise28,1
elise26,elise29,1
elise26,elise30,1
elise27,elise28,0
elise27,elise29,1
elise27,elise30,1
elise28,elise29,0
elise28,elise30,1
elise29,elise30,0
